FIPS,Population,< 18,African American,American Indian/ Alaskan Native,Asian,Native Hawaiian/ Other Pacific Islander,Hispanic,Non-hispanic white,Household Income,% Free Lunch
20081,4285,31.0,0.3,1.4,0.4,0.2,27.4,70,54340.0,52.0
20083,1966,23.1,1.3,0.3,0.4,0.0,6.7,90,45992.0,28.0
20085,13433,26.2,0.6,8.1,0.4,0.0,3.6,85,50342.0,31.0
20087,18941,23.9,0.6,0.9,0.2,0.0,1.9,95,57046.0,28.0
20089,3096,18.2,0.2,0.6,0.2,0.0,2.2,96,38865.0,27.0
20091,552991,26.0,4.5,0.5,4.3,0.1,7.3,82,70665.0,17.0
20093,3987,30.5,0.6,1.4,0.6,0.0,29.2,68,51413.0,49.0
20095,7853,24.0,0.3,0.7,0.6,0.0,2.7,95,47684.0,35.0
20097,2549,20.9,0.6,1.0,0.7,0.0,4.1,92,39796.0,37.0
20099,21511,23.9,4.6,2.2,0.4,0.1,4.1,85,37879.0,48.0
20101,1749,22.8,0.6,1.4,0.3,0.1,4.8,92,47900.0,30.0
20103,77176,24.5,9.4,0.9,1.4,0.1,6.0,80,61567.0,24.0
20105,3215,23.8,0.3,0.5,0.2,0.0,2.7,95,39317.0,37.0
20107,9612,23.0,0.6,0.7,0.3,0.1,2.1,95,44615.0,43.0
20109,2783,22.4,0.6,0.7,0.4,0.0,3.3,94,43315.0,34.0
20111,33764,23.2,2.4,1.3,2.5,0.1,20.5,72,39346.0,52.0
20113,29241,23.2,1.1,0.5,0.6,0.1,3.7,93,48130.0,24.0
20115,12538,21.9,1.0,0.6,0.3,0.1,2.6,94,43749.0,31.0
20117,10005,22.5,0.4,0.3,0.3,0.1,1.9,96,42619.0,30.0
20119,4531,27.1,0.7,0.9,0.4,0.0,15.3,82,49141.0,39.0
20121,32715,26.4,1.4,0.6,0.4,0.0,2.7,93,57580.0,28.0
20123,6295,21.9,0.4,0.4,0.4,0.1,1.6,96,43511.0,30.0
20125,34911,23.5,5.8,3.4,0.6,0.1,5.3,81,36670.0,48.0
20127,5888,21.1,0.6,0.5,0.3,0.0,4.1,93,44227.0,29.0
20129,3198,26.4,0.5,1.3,2.2,0.3,19.4,76,47006.0,45.0
20131,10113,26.0,0.6,0.6,0.2,0.0,1.3,96,47971.0,20.0
20133,16449,24.5,1.3,1.2,0.5,0.0,4.4,91,40651.0,47.0
20135,3120,22.4,0.6,1.1,0.2,0.0,8.5,90,44774.0,32.0
20137,5635,19.9,3.0,0.3,0.6,0.0,4.4,90,41396.0,31.0
20139,16306,24.6,0.5,0.7,0.2,0.0,2.3,95,47318.0,33.0
20141,3847,20.6,0.2,0.5,0.5,0.0,1.2,97,37949.0,41.0
20143,6119,25.0,1.0,0.6,0.2,0.0,2.2,95,48998.0,26.0
20145,7011,21.8,4.7,0.7,0.6,0.1,6.6,86,41623.0,43.0
20147,5555,23.7,0.6,0.5,0.8,0.0,2.3,95,40746.0,36.0
20149,21920,29.2,1.2,0.9,0.8,0.1,4.7,91,53339.0,24.0
20151,9676,22.6,1.2,0.8,0.4,0.0,5.9,90,44964.0,33.0
20153,2512,18.6,0.4,0.2,0.2,0.0,3.7,95,40908.0,31.0
20155,64607,23.4,3.0,0.8,0.5,0.0,8.2,86,41892.0,42.0
20157,4907,19.3,0.5,0.3,0.3,0.0,1.2,97,38132.0,36.0
20159,10076,23.6,1.3,1.0,0.4,0.1,10.5,85,45420.0,44.0
20161,72997,18.1,6.2,0.7,4.2,0.2,7.0,79,45558.0,23.0
20163,5182,23.5,0.5,0.4,0.5,0.1,2.3,96,39326.0,31.0
20165,3238,18.7,0.4,0.6,0.2,0.0,2.6,95,37693.0,35.0
20167,6956,21.2,1.0,0.7,0.6,0.0,2.1,94,37140.0,39.0
20169,55844,24.9,3.2,0.7,2.2,0.1,10.0,82,45359.0,42.0
20171,4910,25.1,0.5,0.8,0.5,0.2,15.7,82,49066.0,38.0
20173,501076,27.0,9.0,1.4,4.2,0.1,13.2,70,49526.0,48.0
20175,23328,32.4,3.1,1.4,2.9,0.2,57.0,35,47855.0,65.0
20177,178941,24.6,8.2,1.4,1.2,0.1,11.1,75,44816.0,43.0
20179,2552,23.2,0.2,0.5,0.2,0.0,3.2,95,48498.0,26.0
20181,6054,22.0,0.8,0.6,0.8,0.1,11.6,85,39660.0,37.0
20183,3834,19.0,0.3,0.3,0.2,0.1,1.5,96,38090.0,32.0
20185,4371,23.8,0.3,2.0,0.5,0.0,12.7,85,44133.0,44.0
20187,2250,28.9,0.6,2.0,0.2,0.2,38.5,59,49115.0,43.0
20189,5613,30.0,0.2,1.3,0.3,0.1,33.2,65,58901.0,42.0
20191,23787,25.8,1.0,1.3,0.3,0.0,4.6,91,47460.0,35.0
20193,7977,22.4,0.8,0.8,0.7,0.1,4.8,92,47892.0,31.0
20195,2930,19.1,0.5,0.2,0.4,0.1,1.8,96,45683.0,21.0
20197,7026,25.4,0.7,0.6,0.2,0.0,3.0,94,51666.0,22.0
20199,1527,26.1,0.3,0.5,0.1,0.0,7.4,91,47573.0,31.0
20201,5845,22.8,0.4,0.4,0.3,0.0,2.9,95,39962.0,26.0
20203,2276,26.4,0.7,0.6,0.1,0.0,25.4,73,46929.0,44.0
20205,9300,23.7,0.5,1.3,0.4,0.1,2.5,94,37002.0,43.0
20207,3292,21.0,0.5,1.1,0.2,0.0,2.3,94,33221.0,44.0
20209,158224,28.3,24.1,1.4,2.7,0.2,26.7,44,38016.0,69.0
21001,18686,22.2,2.8,0.2,0.3,0.0,1.9,94,30147.0,52.0
21003,20140,24.1,1.0,0.3,0.2,0.0,1.6,96,35614.0,49.0
21005,21644,25.1,2.3,0.2,0.5,0.0,1.4,94,51817.0,37.0
21007,8253,21.9,3.0,0.2,0.2,0.0,1.2,94,40790.0,47.0
21009,42269,23.9,4.0,0.3,0.5,0.2,2.7,91,36298.0,50.0
21011,11742,24.7,1.5,0.2,0.1,0.1,1.4,96,29857.0,69.0
21013,28725,21.9,2.3,0.2,0.3,0.0,0.8,95,24940.0,72.0
21015,121737,27.9,2.7,0.3,2.2,0.1,3.7,90,64055.0,25.0
21017,19998,24.0,6.0,0.4,0.4,0.0,7.1,85,40350.0,52.0
21019,49466,21.4,2.9,0.3,0.5,0.0,1.5,94,38783.0,47.0
21021,28550,21.3,7.4,0.3,0.8,0.0,2.9,87,39663.0,42.0
21023,8513,25.2,0.5,0.2,0.1,0.0,1.2,97,41974.0,47.0
21025,13842,23.0,0.4,0.1,0.5,0.1,0.7,98,26829.0,74.0
21027,20256,23.9,2.2,0.4,0.3,0.0,0.9,95,38028.0,50.0
21029,75109,24.6,0.8,0.4,0.6,0.0,1.5,96,52033.0,39.0
21031,12827,23.2,0.6,0.4,0.2,0.0,2.9,95,32483.0,49.0
21033,12973,22.4,5.4,0.2,0.3,0.0,1.2,91,36650.0,55.0
21035,37544,17.8,4.1,0.3,1.8,0.0,2.5,90,39599.0,43.0
21037,90940,22.6,2.7,0.2,0.9,0.1,1.7,93,53501.0,40.0
21039,5048,22.4,0.9,0.6,0.3,0.0,1.8,96,38075.0,50.0
21041,11013,25.3,1.7,0.3,0.6,0.0,7.0,89,40685.0,59.0
21043,27586,23.0,0.6,0.3,0.2,0.0,1.2,97,35471.0,54.0
21045,15909,23.5,0.6,0.3,0.2,0.0,2.6,96,28034.0,62.0
21047,73591,28.2,20.7,0.7,1.2,0.4,6.4,69,35779.0,60.0
21049,35537,23.1,4.9,0.2,0.4,0.0,2.6,91,44494.0,50.0
21051,21720,21.8,4.3,0.2,0.1,0.0,1.9,93,22289.0,66.0
21053,10201,23.6,0.5,0.2,0.2,0.4,2.4,96,27095.0,57.0
21055,9336,22.5,0.9,0.4,0.2,0.1,0.5,97,33570.0,43.0
21057,6832,22.4,2.8,0.1,0.1,0.0,1.0,95,27570.0,60.0
21059,97234,24.3,4.9,0.2,0.7,0.1,2.6,90,44379.0,51.0
21061,12090,21.8,1.6,0.3,0.2,0.0,0.8,96,36321.0,47.0
21063,7707,20.1,3.5,0.2,0.1,0.1,0.8,95,29339.0,71.0
21065,14666,22.3,0.3,0.3,0.1,0.0,0.7,98,28961.0,61.0
21067,301569,21.0,14.3,0.4,3.4,0.1,7.0,73,47211.0,42.0
21069,14512,24.3,1.4,0.1,0.2,0.0,1.2,96,34736.0,51.0
21071,39207,22.4,0.8,0.1,0.2,0.0,0.6,98,28459.0,68.0
21073,49393,21.3,10.5,0.3,1.5,0.0,2.8,83,44241.0,43.0
21075,6755,20.7,23.1,0.3,0.7,0.0,1.0,73,28340.0,80.0
21077,8612,26.9,1.5,0.2,0.3,0.1,4.5,92,41084.0,63.0
21079,16885,22.7,2.1,0.2,0.2,0.0,2.4,94,40292.0,51.0
21081,24816,27.6,0.9,0.3,0.4,0.2,2.5,95,44158.0,50.0
21083,37519,24.5,4.7,0.4,0.4,0.1,5.9,87,35690.0,54.0
21085,25957,23.6,1.1,0.2,0.3,0.0,1.1,96,32793.0,56.0
21087,11220,22.4,2.1,0.4,0.2,0.0,1.6,95,31189.0,51.0
21089,36865,22.1,0.8,0.3,0.5,0.0,0.9,97,41676.0,41.0
21091,8572,25.6,1.1,0.3,0.3,0.0,1.2,96,52049.0,40.0
21093,107456,25.6,11.9,0.5,2.1,0.3,5.2,77,47423.0,38.0
21095,29060,22.8,2.3,0.2,0.4,0.0,0.8,95,28721.0,62.0
21097,18777,23.7,2.2,0.2,0.3,0.1,1.8,94,39160.0,48.0
21099,18235,24.5,4.9,0.2,0.3,0.0,1.5,92,31677.0,54.0
21101,46406,23.4,7.9,0.3,0.5,0.0,1.9,88,41244.0,49.0
21103,15443,24.5,2.8,0.3,0.2,0.1,3.2,92,42614.0,48.0
21105,4784,21.0,9.6,0.3,0.4,0.0,1.4,87,38446.0,39.0
21107,46909,23.0,6.6,0.2,0.5,0.1,1.6,89,39733.0,49.0
21109,13443,23.1,0.2,0.2,0.1,0.0,0.8,98,26344.0,75.0
21111,746906,23.0,20.6,0.3,2.3,0.1,4.5,70,45407.0,56.0
21113,49046,25.5,3.1,0.3,1.0,0.0,2.8,91,47280.0,46.0
21115,23396,22.5,0.3,0.2,0.4,0.0,0.5,98,35068.0,51.0
21117,160406,24.8,4.7,0.3,1.0,0.1,2.8,90,50150.0,40.0
21119,16289,21.2,0.8,0.1,0.1,0.0,0.7,98,29791.0,63.0
21121,31888,24.6,1.2,0.2,0.2,0.0,1.0,96,25536.0,63.0
21123,14315,23.5,3.2,0.3,0.2,0.0,2.9,92,39174.0,47.0
21125,59355,24.1,0.8,0.3,0.6,0.0,1.3,96,35147.0,51.0
21127,16035,23.0,0.3,0.1,0.2,0.0,0.6,98,32275.0,60.0
21129,7817,19.7,2.5,0.3,0.1,0.0,0.9,95,24770.0,70.0
21131,11233,21.5,0.2,0.2,0.1,0.0,0.4,98,29645.0,56.0
21133,24446,22.1,0.5,0.2,0.2,0.0,0.6,98,31146.0,60.0
21135,13878,23.3,0.3,0.2,0.1,0.0,0.6,98,28740.0,64.0
21137,24731,24.5,2.3,0.2,0.2,0.0,1.6,94,35530.0,62.0
21139,9531,20.5,0.5,0.4,0.2,0.1,1.4,97,38724.0,52.0
21141,26792,23.9,6.6,0.4,0.3,0.0,2.4,89,39304.0,46.0
21143,8317,15.4,5.3,0.2,0.3,0.0,1.3,92,40006.0,37.0
21145,65864,22.2,10.9,0.3,0.9,0.0,2.2,84,44115.0,46.0
21147,18285,22.3,5.5,0.7,0.2,0.0,2.2,90,24640.0,70.0
21149,9527,23.2,0.8,0.3,0.1,0.0,1.2,97,38984.0,46.0
21151,84188,21.3,4.5,0.4,1.0,0.1,2.2,90,40034.0,42.0
21153,13216,23.5,0.2,0.3,0.1,0.0,0.8,98,28004.0,90.0
21155,19982,24.4,8.2,0.2,0.6,0.0,2.7,87,36168.0,48.0
21157,31308,20.6,0.3,0.2,0.3,0.0,1.2,97,45163.0,41.0
21159,12751,21.0,7.0,0.4,0.2,0.0,3.1,89,28880.0,61.0
21161,17653,24.1,6.3,0.3,0.6,0.0,1.5,90,39837.0,53.0
21163,29562,26.9,3.9,0.6,0.7,0.1,3.5,89,48485.0,39.0
21165,6317,23.0,2.1,0.1,0.1,0.0,0.9,96,28773.0,62.0
21167,21282,23.1,3.5,0.3,0.4,0.1,2.4,92,40502.0,41.0
21169,10073,24.1,1.6,0.1,0.2,0.0,1.4,96,29852.0,62.0
21171,10937,22.9,2.3,0.1,0.1,0.0,2.8,94,27480.0,58.0
21173,26743,24.3,2.9,0.2,0.4,0.0,2.7,93,40267.0,51.0
21175,13943,20.1,4.4,0.2,0.3,0.0,0.8,94,29078.0,63.0
21177,31272,21.6,4.7,0.2,0.2,0.0,1.2,93,35316.0,49.0
21179,43974,25.6,5.1,0.2,0.5,0.0,2.0,91,42271.0,45.0
21181,7071,24.1,0.6,0.1,0.2,0.0,1.6,97,34886.0,54.0
21183,24103,25.0,0.9,0.3,0.3,0.0,3.5,94,37545.0,55.0
21185,60642,27.0,4.4,0.3,1.4,0.1,3.5,89,80872.0,16.0
21187,10858,24.7,1.0,0.3,0.2,0.0,2.6,95,40909.0,52.0
21189,4820,22.7,0.5,0.3,0.1,0.0,0.9,98,21865.0,76.0
21191,14698,24.0,0.4,0.3,0.2,0.0,1.0,97,44853.0,49.0
21193,28751,21.8,1.6,0.1,0.5,0.0,0.7,96,31623.0,64.0
21195,64904,21.8,0.6,0.1,0.5,0.0,0.7,97,33881.0,52.0
21197,12651,24.6,0.7,0.1,0.1,0.0,1.1,97,31129.0,65.0
21199,63657,22.6,1.2,0.3,0.5,0.0,2.2,95,34695.0,55.0
21201,2229,20.4,0.4,0.3,0.1,0.0,1.3,97,35504.0,54.0
21203,17069,23.2,0.3,0.3,0.1,0.0,0.7,98,30323.0,58.0
21205,23582,19.4,1.6,0.2,0.8,0.0,1.4,95,34920.0,53.0
21207,17610,22.1,0.6,0.4,0.3,0.0,3.4,95,30691.0,57.0
21209,48149,26.5,5.3,0.3,1.0,0.0,4.3,88,58164.0,35.0
21211,43068,24.8,7.3,0.5,0.7,0.2,9.1,81,51021.0,40.0
21213,17378,24.2,9.5,0.2,0.7,0.0,1.7,86,40583.0,50.0
21215,17378,25.3,1.6,0.2,0.4,0.1,1.6,95,62347.0,34.0
21217,24731,22.2,4.9,0.1,0.6,0.0,1.8,91,33348.0,52.0
21219,12463,27.2,8.0,0.2,0.1,0.0,4.2,86,37325.0,55.0
21221,14305,21.9,8.1,0.3,0.4,0.0,1.3,88,41699.0,48.0
21223,8725,24.5,0.6,0.6,0.5,0.1,2.6,95,43677.0,47.0
21225,15067,22.7,12.3,0.2,0.4,0.0,1.8,84,42059.0,53.0
21227,115517,22.6,9.1,0.3,2.9,0.1,4.7,82,40026.0,35.0
21229,11846,23.1,6.3,0.1,0.3,0.0,3.5,89,39023.0,49.0
21231,20969,22.3,1.5,0.3,0.4,0.1,3.0,94,27637.0,62.0
21233,13668,23.3,4.2,0.3,0.3,0.5,4.7,89,40454.0,52.0
21235,35823,23.6,0.7,0.3,0.4,0.0,1.0,97,29870.0,62.0
21237,7342,24.2,0.2,0.3,0.0,0.0,0.5,98,25950.0,78.0
21239,24945,23.4,4.9,0.2,0.6,0.1,6.8,86,54930.0,31.0
22001,61982,27.1,18.3,0.3,0.2,0.0,1.9,78,34960.0,60.0
22003,25757,22.7,23.6,2.5,0.7,0.0,1.5,70,34586.0,56.0
22005,109985,28.3,22.5,0.4,1.0,0.1,4.8,70,63305.0,42.0
22007,23153,23.9,29.9,0.6,0.3,0.1,2.3,66,44770.0,63.0
22009,41895,24.0,29.3,1.2,0.4,0.0,1.6,66,31733.0,69.0
22011,36129,25.8,13.3,1.1,0.7,0.1,3.1,80,43673.0,44.0
22013,14335,22.9,42.1,0.4,0.2,0.0,1.7,54,30750.0,65.0
22015,119732,25.5,21.0,0.7,1.8,0.2,6.1,69,50577.0,39.0
22017,257051,24.6,47.0,0.5,1.1,0.1,2.6,48,39948.0,61.0
22019,194092,25.1,25.0,0.5,1.1,0.1,2.7,69,41065.0,52.0
22021,10057,23.1,17.6,0.2,0.2,0.0,2.3,79,36415.0,62.0
22023,6730,24.6,2.3,0.6,0.2,0.0,2.8,93,54318.0,37.0
22025,10325,22.7,31.4,0.4,0.0,0.0,1.0,67,31678.0,65.0
22027,16914,19.1,50.3,0.4,0.3,0.0,1.2,47,34084.0,70.0
22029,20876,25.0,40.4,0.4,0.3,0.0,1.2,57,29373.0,72.0
22031,26812,24.6,38.7,0.9,0.2,0.1,2.9,56,40507.0,60.0
22033,441438,23.0,45.2,0.3,3.0,0.0,3.8,47,45924.0,68.0
22035,7630,25.6,67.9,0.3,0.5,0.0,1.9,29,25163.0,91.0
22037,20117,20.6,44.6,0.3,0.3,0.0,1.1,53,38478.0,78.0
22039,33896,26.8,28.3,0.3,0.4,0.0,2.4,68,32099.0,69.0
22041,20785,25.4,31.2,0.2,0.2,0.0,1.1,67,29025.0,79.0
22043,22131,22.8,16.0,1.1,0.3,0.0,4.4,77,39539.0,56.0
22045,73400,27.0,32.0,0.4,2.5,0.0,3.4,61,40626.0,65.0
22047,33230,22.2,48.6,0.2,0.4,0.0,2.2,48,37832.0,77.0
22049,16323,22.8,29.8,0.2,0.2,0.0,1.4,67,36032.0,54.0
22051,432640,22.3,26.2,0.6,4.0,0.1,12.7,56,43700.0,68.0
22053,31694,26.5,17.4,0.6,0.3,0.0,1.9,78,38723.0,50.0
22055,224390,24.3,25.7,0.4,1.5,0.0,4.0,67,47138.0,52.0
22057,96666,24.2,13.4,2.8,0.8,0.1,4.0,78,48180.0,52.0
22059,14985,23.5,12.2,1.1,0.2,0.0,2.4,83,42576.0,47.0
22061,46856,20.2,40.8,0.3,1.8,0.1,2.7,53,34497.0,54.0
22063,130251,27.1,5.8,0.4,0.5,0.0,3.1,89,53700.0,39.0
22065,12004,24.8,60.3,0.2,0.3,0.0,1.7,37,23240.0,87.0
22067,27608,24.7,47.1,0.2,0.4,0.0,1.0,50,26778.0,79.0
22069,39442,23.8,41.5,1.0,0.6,0.0,1.9,54,32203.0,65.0
22071,360740,21.4,59.2,0.4,2.9,0.1,5.2,31,34851.0,80.0
22073,154919,26.1,36.6,0.3,1.0,0.0,1.9,59,35770.0,59.0
22075,23628,27.3,20.9,1.7,3.4,0.2,5.3,67,52259.0,48.0
22077,22703,24.1,36.3,0.2,0.3,0.0,2.4,60,40052.0,77.0
22079,132374,25.7,31.9,0.8,1.3,0.0,2.7,62,36624.0,56.0
22081,8890,25.8,39.7,0.4,0.2,0.0,1.4,58,32650.0,82.0
22083,20938,25.5,35.7,0.4,0.3,0.0,1.8,61,32148.0,69.0
22085,24526,24.2,16.8,8.5,0.3,0.0,3.4,69,37875.0,60.0
22087,39558,25.7,18.9,0.8,2.1,0.1,9.4,67,38068.0,66.0
22089,52517,26.5,26.5,0.4,0.9,0.0,5.1,66,54860.0,42.0
22091,10949,25.0,52.8,0.4,0.2,0.0,1.3,45,33721.0,87.0
22093,21784,25.3,50.2,0.2,0.3,0.0,1.4,47,43701.0,66.0
22095,45221,26.6,53.0,0.4,0.8,0.1,4.9,40,50483.0,84.0
22097,83552,27.2,41.5,0.4,0.5,0.0,1.7,55,33750.0,73.0
22099,52917,26.1,30.7,0.5,0.8,0.0,2.3,65,38826.0,64.0
22101,54210,25.2,32.4,1.9,1.8,0.1,5.6,57,38813.0,63.0
22103,236785,25.3,11.8,0.5,1.4,0.0,4.9,80,57694.0,39.0
22105,122571,25.0,30.0,0.4,0.7,0.1,3.6,64,38420.0,68.0
22107,5066,24.4,55.9,0.1,0.2,0.0,1.5,42,26903.0,89.0
22109,111917,25.8,19.0,5.5,1.1,0.1,4.2,69,45054.0,58.0
22111,22732,22.7,26.9,0.4,0.2,0.1,4.2,68,34958.0,72.0
22113,58276,26.6,14.5,0.4,2.1,0.0,2.7,79,39091.0,51.0
22115,52107,27.5,14.5,1.5,2.0,0.5,7.8,71,45726.0,45.0
22117,47139,25.0,31.0,0.4,0.3,0.0,2.0,66,29443.0,80.0
22119,41288,23.5,33.3,0.4,0.4,0.0,1.8,63,35908.0,55.0
22121,24109,24.8,37.7,0.2,0.5,0.0,2.7,58,46155.0,63.0
22123,11569,24.5,16.2,0.5,0.3,0.0,2.9,79,27781.0,67.0
22125,15460,16.9,46.2,0.2,0.3,0.0,1.7,51,49479.0,44.0
22127,15080,22.4,30.6,0.7,0.3,0.0,1.7,66,33875.0,66.0
23001,107398,22.3,3.7,0.4,0.8,0.0,1.6,92,43899.0,44.0
23003,71482,19.7,0.7,1.7,0.5,0.0,1.0,95,35572.0,42.0
23005,282401,20.4,2.3,0.4,2.1,0.0,1.9,92,55459.0,26.0
23007,30746,19.3,0.3,0.4,0.5,0.0,1.1,97,39405.0,45.0
23009,54578,17.9,0.5,0.4,0.9,0.0,1.2,96,44599.0,34.0
23011,121935,20.3,0.6,0.5,0.8,0.0,1.3,95,44441.0,38.0
23013,39708,19.0,0.5,0.4,0.5,0.0,1.0,96,46366.0,37.0
23015,34224,18.2,0.3,0.4,0.6,0.0,0.9,97,45674.0,42.0
23017,57695,20.9,0.4,0.4,0.6,0.0,1.1,96,37915.0,48.0
23019,153786,19.5,0.8,1.2,1.0,0.0,1.1,95,41199.0,36.0
23021,17419,18.8,0.3,0.6,0.8,0.0,1.0,96,36017.0,47.0
23023,35207,20.3,0.8,0.4,0.8,0.0,1.3,95,52187.0,32.0
23025,52028,21.0,0.5,0.5,0.6,0.0,0.8,96,37339.0,50.0
23027,38745,20.7,0.4,0.5,0.5,0.0,1.0,96,41888.0,48.0
23029,32637,19.6,0.5,4.9,0.5,0.0,1.6,91,33637.0,52.0
23031,198199,20.9,0.6,0.3,1.1,0.0,1.3,95,55725.0,29.0
24001,74692,17.6,8.2,0.2,0.8,0.0,1.5,88,38504.0,40.0
24003,544403,23.0,15.6,0.4,3.6,0.1,6.4,72,82980.0,22.0
24005,809941,21.8,26.2,0.4,5.2,0.1,4.4,62,62309.0,34.0
24009,89256,25.4,13.6,0.4,1.5,0.1,2.9,79,88406.0,18.0
24011,32985,24.6,14.1,0.8,0.7,0.4,5.6,78,50809.0,43.0
24013,167288,23.8,3.4,0.2,1.5,0.0,2.8,91,82553.0,12.0
24015,101694,24.5,6.3,0.4,1.2,0.1,3.6,87,61191.0,32.0
24017,149130,25.8,40.8,0.7,3.1,0.1,4.5,48,88575.0,23.0
24019,32640,21.7,27.5,0.4,1.0,0.0,3.8,66,41936.0,53.0
24021,236745,24.7,8.7,0.5,4.1,0.1,7.6,77,77872.0,18.0
24023,30051,21.6,1.2,0.1,0.3,0.0,0.8,97,41829.0,36.0
24025,246489,24.0,12.7,0.3,2.6,0.1,3.7,79,77095.0,22.0
24027,293142,25.4,17.6,0.4,14.9,0.1,6.0,59,99040.0,13.0
24029,20204,17.4,15.0,0.2,1.0,0.0,4.5,78,49795.0,44.0
24031,989794,23.7,17.0,0.7,14.4,0.1,17.5,49,92288.0,24.0
24033,871233,23.5,63.1,1.0,4.3,0.2,15.2,15,70114.0,46.0
24035,48354,23.2,7.0,0.4,1.1,0.0,3.2,87,75158.0,19.0
24037,107484,25.7,14.3,0.5,2.7,0.1,4.0,76,80943.0,24.0
24039,26339,16.9,41.8,0.3,0.8,0.0,3.3,52,35426.0,60.0
24041,38025,19.0,13.0,0.3,1.4,0.1,5.8,79,55145.0,29.0
24043,148203,22.6,9.8,0.3,1.5,0.1,3.6,83,52028.0,36.0
24045,99190,22.2,24.3,0.3,2.7,0.1,4.7,66,45788.0,46.0
24047,51514,17.9,13.7,0.3,1.2,0.0,3.3,80,48472.0,35.0
24510,619493,21.6,62.9,0.4,2.5,0.1,4.3,28,38478.0,76.0
25001,215769,16.9,2.1,0.7,1.2,0.1,2.3,92,56167.0,20.0
25003,130458,19.1,2.6,0.3,1.3,0.0,3.5,91,43813.0,33.0
25005,548922,21.9,3.5,0.6,2.0,0.1,6.3,86,53307.0,32.0
25007,16766,19.0,3.2,1.2,0.9,0.1,2.5,89,58133.0,12.0
25009,748930,22.7,2.8,0.8,3.4,0.1,16.9,76,64303.0,32.0
25011,71599,19.3,1.1,0.4,1.4,0.0,3.3,92,49940.0,32.0
25013,463783,23.4,7.8,0.8,2.1,0.2,21.4,67,47313.0,49.0
25015,157822,16.2,2.5,0.3,4.8,0.1,4.9,86,54548.0,20.0
25017,1518171,21.0,4.6,0.3,9.8,0.1,6.8,77,76803.0,19.0
25019,10142,21.1,6.6,0.1,1.3,0.0,10.0,81,68431.0,9.0
25021,675436,22.3,5.8,0.2,8.9,0.0,3.5,80,81590.0,13.0
25023,497579,23.6,8.5,0.3,1.4,0.1,3.3,85,67989.0,22.0
25025,730932,17.6,20.6,0.8,8.5,0.2,20.3,49,49033.0,66.0
25027,801227,23.0,3.8,0.3,4.2,0.1,9.6,81,60396.0,28.0
26001,10800,14.4,0.2,0.7,0.2,0.0,1.2,97,35407.0,45.0
26003,9513,16.6,6.5,4.2,0.4,0.0,1.3,85,39486.0,37.0
26005,111234,25.8,1.3,0.7,0.7,0.0,6.8,89,50559.0,35.0
26007,29386,20.4,0.4,0.5,0.6,0.0,1.1,96,37270.0,41.0
26009,23316,20.1,0.3,1.1,0.2,0.0,1.8,95,41679.0,43.0
26011,15649,19.5,0.4,1.3,0.2,0.1,1.6,95,38008.0,51.0
26013,8808,19.6,7.4,13.3,0.2,0.0,1.1,74,38119.0,41.0
26015,58820,23.9,0.5,0.5,0.4,0.0,2.4,95,50051.0,33.0
26017,107110,21.8,1.6,0.6,0.6,0.0,4.7,91,43068.0,41.0
26019,17443,20.3,0.6,1.5,0.3,0.0,1.9,95,45998.0,49.0
26021,156941,23.1,15.2,0.6,1.7,0.1,4.7,76,40946.0,46.0
26023,45197,23.5,3.2,0.5,0.5,0.0,4.1,91,40462.0,45.0
26025,135490,23.9,10.8,0.7,1.6,0.1,4.6,80,39694.0,47.0
26027,51988,23.1,5.4,1.0,0.7,0.0,3.1,87,44626.0,45.0
26029,25998,21.4,0.4,1.5,0.4,0.0,1.4,95,44061.0,39.0
26031,25918,19.8,0.7,3.0,0.3,0.0,1.0,93,37133.0,51.0
26033,38797,19.9,6.6,15.1,0.7,0.1,1.6,72,39520.0,44.0
26035,31033,20.7,0.7,0.7,0.3,0.0,1.6,95,31443.0,55.0
26037,75469,24.2,2.0,0.5,1.4,0.0,4.0,91,58286.0,22.0
26039,14014,19.7,0.4,0.6,0.4,0.0,1.5,96,37874.0,53.0
26041,37105,20.6,0.3,2.4,0.4,0.0,0.9,94,40982.0,34.0
26043,26185,20.7,0.4,0.6,0.5,0.0,1.2,96,44262.0,28.0
26045,108056,22.8,6.5,0.5,1.8,0.0,4.8,85,51428.0,32.0
26047,32848,22.0,0.7,3.7,0.6,0.0,1.4,92,48285.0,33.0
26049,422080,24.6,20.6,0.6,0.9,0.0,3.1,73,40854.0,48.0
26051,25851,19.8,0.4,0.5,0.3,0.0,1.3,97,34747.0,51.0
26053,16281,16.4,4.2,2.5,0.3,0.0,0.9,91,33382.0,47.0
26055,88349,21.7,1.4,1.2,0.8,0.0,2.3,93,46786.0,33.0
26057,42145,21.2,5.7,0.5,0.4,0.0,5.5,87,40359.0,42.0
26059,46514,23.3,0.6,0.4,0.5,0.0,1.9,96,41030.0,43.0
26061,36638,20.3,0.9,0.6,2.8,0.0,1.3,93,35425.0,36.0
26063,32675,20.2,0.4,0.4,0.5,0.0,2.0,96,39726.0,41.0
26065,281613,20.2,11.6,0.7,5.4,0.1,7.3,72,42371.0,41.0
26067,63979,24.1,4.8,0.6,0.4,0.0,4.5,89,46072.0,41.0
26069,25541,17.2,0.7,0.7,0.6,0.1,1.7,95,33487.0,59.0
26071,11796,17.2,0.2,1.1,0.3,0.0,1.6,96,34384.0,47.0
