FIPS,Population,< 18,African American,American Indian/ Alaskan Native,Asian,Native Hawaiian/ Other Pacific Islander,Hispanic,Non-hispanic white,Household Income,% Free Lunch
8011,6250,16.4,7.2,3.1,1.1,0.1,30.5,59,35522.0,59.0
8013,299378,20.8,0.9,0.9,4.3,0.1,13.7,79,68101.0,22.0
8014,57352,24.8,1.3,0.9,6.1,0.1,11.6,79,79051.0,15.0
8015,17932,16.3,1.6,1.3,0.7,0.1,9.7,86,44156.0,27.0
8017,1876,24.5,0.6,0.9,0.7,0.1,10.3,87,46965.0,25.0
8019,9012,16.5,0.7,1.0,0.6,0.0,5.4,91,65420.0,19.0
8021,8291,27.9,0.3,3.4,0.5,0.2,55.2,43,32588.0,55.0
8023,3662,19.9,0.3,5.4,1.1,0.3,64.2,33,26125.0,69.0
8025,5736,13.3,9.3,3.3,1.1,0.0,28.9,58,30279.0,60.0
8027,4205,15.8,1.0,0.8,0.5,0.0,5.0,92,45791.0,30.0
8029,30451,21.6,0.6,1.3,0.6,0.1,14.3,83,41442.0,37.0
8031,619968,21.7,9.4,2.1,3.6,0.2,31.8,53,47584.0,64.0
8033,2056,21.9,0.4,3.0,0.1,0.1,4.7,89,39650.0,36.0
8035,292167,29.8,1.3,0.5,3.9,0.1,7.8,85,95973.0,8.0
8037,51854,24.4,0.6,1.2,1.1,0.1,30.4,67,67190.0,31.0
8039,23174,24.3,0.8,0.8,0.9,0.1,5.7,90,78029.0,16.0
8041,636963,25.7,5.9,1.3,2.9,0.4,15.4,72,54857.0,27.0
8043,47347,17.1,4.0,1.9,0.6,0.1,12.6,80,41493.0,39.0
8045,56270,26.9,0.5,1.8,0.8,0.2,28.6,68,57617.0,34.0
8047,5467,17.4,0.7,0.9,1.4,0.2,5.6,90,60537.0,22.0
8049,14548,19.9,0.4,0.7,0.9,0.1,7.9,89,56980.0,19.0
8051,15408,17.9,0.5,2.6,0.8,0.0,8.8,88,43069.0,18.0
8053,830,20.0,0.6,1.4,0.6,0.0,3.4,93,49024.0,14.0
8055,6520,16.9,0.4,5.1,0.6,0.2,35.6,61,30655.0,58.0
8057,1370,17.7,0.3,1.6,0.1,0.0,10.5,87,43206.0,35.0
8059,539884,21.8,1.1,1.2,2.7,0.1,14.6,80,64412.0,25.0
8061,1433,22.6,0.3,0.6,0.0,0.0,6.1,92,41427.0,31.0
8063,8142,23.2,2.1,0.8,0.6,0.2,19.0,77,43078.0,36.0
8065,7427,25.4,0.5,2.3,0.5,0.1,39.9,57,42768.0,53.0
8067,51917,20.0,0.5,6.3,0.8,0.1,12.2,80,52276.0,23.0
8069,305525,20.9,0.9,1.0,2.1,0.1,10.8,84,55501.0,24.0
8071,15037,20.2,1.4,3.5,0.9,0.1,42.2,53,40191.0,38.0
8073,5454,19.7,5.4,1.1,0.9,0.0,12.7,79,42734.0,29.0
8075,22619,19.5,3.9,1.3,0.8,0.1,15.7,78,43823.0,35.0
8077,147083,23.4,0.6,1.5,0.9,0.1,13.6,83,47778.0,35.0
8079,708,14.0,0.4,0.8,0.7,0.0,2.5,94,46956.0,35.0
8081,13451,26.5,0.3,1.2,0.6,0.1,14.8,82,52257.0,34.0
8083,25442,22.9,0.4,12.2,0.5,0.1,11.6,75,41817.0,46.0
8085,41011,24.3,0.4,1.9,0.7,0.1,20.3,77,43035.0,47.0
8087,28175,28.1,2.6,1.3,0.6,0.3,34.4,61,41246.0,50.0
8089,18865,24.5,0.7,3.2,0.9,0.1,40.5,56,30420.0,56.0
8091,4356,17.8,0.3,0.6,0.6,0.1,5.1,92,57922.0,22.0
8093,16089,18.1,0.5,1.1,0.7,0.0,4.9,91,58565.0,25.0
8095,4399,24.1,0.6,0.8,0.6,0.2,19.1,79,43826.0,36.0
8097,17102,17.2,0.5,0.4,1.4,0.1,9.1,88,69229.0,13.0
8099,12549,27.3,0.6,1.6,0.4,0.0,35.7,62,36563.0,52.0
8101,160545,24.2,1.8,2.9,1.0,0.1,41.6,54,40764.0,48.0
8103,6782,24.9,0.9,1.3,0.4,0.2,10.8,85,60022.0,20.0
8105,11956,24.8,0.4,3.1,0.5,0.1,43.3,54,37472.0,45.0
8107,23239,20.3,0.5,0.6,0.8,0.1,6.9,90,64998.0,14.0
8109,6228,22.2,0.3,3.0,0.9,0.0,39.8,56,30746.0,68.0
8111,692,17.3,0.0,0.3,1.0,0.0,12.9,85,36547.0,52.0
8113,7490,19.2,0.3,1.2,0.8,0.1,9.4,88,57578.0,18.0
8115,2364,18.9,0.3,0.8,0.9,0.0,12.3,85,37511.0,14.0
8117,27972,17.2,0.8,0.5,1.0,0.1,14.3,83,60397.0,24.0
8119,23356,20.0,0.6,1.1,0.8,0.1,5.6,90,60313.0,25.0
8121,4770,22.3,0.7,0.2,0.4,0.1,8.8,89,43433.0,31.0
8123,258638,27.5,1.0,1.7,1.3,0.1,28.5,67,51773.0,38.0
8125,10100,26.4,0.3,0.8,0.4,0.2,22.0,77,46246.0,40.0
9001,925899,24.4,10.4,0.5,4.9,0.1,17.4,66,77065.0,27.0
9003,894705,22.4,12.4,0.5,4.5,0.1,15.7,66,60947.0,33.0
9005,188789,21.0,1.3,0.3,1.7,0.1,4.8,91,68658.0,15.0
9007,166043,20.7,4.5,0.2,2.6,0.1,5.0,86,75714.0,15.0
9009,861113,21.9,12.0,0.4,3.7,0.1,15.4,67,58985.0,36.0
9011,273502,21.2,5.5,1.0,4.3,0.1,8.8,78,63561.0,25.0
9013,152507,19.7,3.3,0.2,3.6,0.1,4.6,87,77124.0,12.0
9015,118151,21.8,1.8,0.6,1.3,0.1,9.9,85,54911.0,31.0
10001,164834,24.5,23.5,0.7,2.2,0.1,6.0,65,51045.0,38.0
10003,541971,22.8,23.2,0.4,4.5,0.1,9.0,61,63087.0,41.0
10005,200330,20.2,12.5,1.3,1.1,0.1,8.9,75,51060.0,49.0
11001,617996,17.0,49.2,0.6,3.7,0.1,9.5,35,62087.0,65.0
12001,249365,17.4,19.7,0.3,5.6,0.1,8.9,63,39825.0,41.0
12003,27154,25.7,13.7,0.3,0.5,0.0,2.2,82,42564.0,40.0
12005,169856,21.7,10.9,0.7,2.1,0.1,5.1,79,44204.0,46.0
12007,28255,19.6,20.6,0.4,0.6,0.1,3.9,73,39271.0,57.0
12009,543566,19.4,9.9,0.4,2.2,0.1,8.4,77,46494.0,35.0
12011,1780172,22.0,26.0,0.4,3.5,0.1,25.8,43,48478.0,46.0
12013,14750,21.5,13.9,1.2,0.6,0.1,5.4,77,32395.0,52.0
12015,160511,13.8,5.5,0.3,1.3,0.1,5.9,86,41346.0,49.0
12017,140031,15.5,2.8,0.4,1.5,0.0,4.9,89,35041.0,46.0
12019,192370,25.6,9.9,0.5,3.1,0.1,8.0,76,54867.0,29.0
12021,328134,19.2,6.3,0.5,1.2,0.1,26.3,65,51039.0,52.0
12023,67485,22.2,17.7,0.6,1.1,0.1,5.1,74,36452.0,53.0
12027,34894,22.4,12.6,1.1,0.7,0.2,30.4,56,32753.0,66.0
12029,16486,19.2,8.4,0.4,0.4,0.0,3.4,86,30801.0,66.0
12031,870709,23.3,28.9,0.4,4.3,0.1,7.9,56,45995.0,48.0
12033,299114,21.4,22.7,0.9,2.9,0.2,4.9,66,41072.0,51.0
12035,97376,19.4,11.1,0.3,2.3,0.1,9.0,76,47095.0,50.0
12037,11596,16.6,14.0,0.6,0.3,0.1,4.8,79,35288.0,66.0
12039,46151,23.9,54.9,0.6,0.6,0.1,10.1,33,34154.0,77.0
12041,17004,21.2,5.6,0.6,0.4,0.1,5.2,87,38046.0,46.0
12043,12635,18.9,12.4,5.2,0.5,0.0,21.8,60,38825.0,51.0
12045,15844,15.9,18.7,0.4,0.3,0.0,4.5,74,37373.0,43.0
12047,14671,19.5,33.9,0.9,0.6,0.0,9.3,55,29482.0,69.0
12049,27887,27.6,6.9,1.2,1.3,0.1,43.1,48,33058.0,69.0
12051,39089,27.6,13.1,2.2,0.9,0.2,49.4,35,35247.0,72.0
12053,173094,19.5,5.0,0.4,1.2,0.1,10.6,82,40411.0,47.0
12055,98630,18.1,9.2,0.6,1.6,0.1,17.8,70,33692.0,60.0
12057,1267775,23.3,15.9,0.5,3.6,0.1,25.1,53,46592.0,48.0
12059,19873,21.4,6.3,0.9,0.6,0.1,2.6,88,33211.0,53.0
12061,138894,18.6,8.9,0.4,1.3,0.1,11.6,77,42053.0,47.0
12063,49292,19.6,26.5,0.7,0.6,0.2,4.6,66,35193.0,50.0
12065,14658,18.5,35.3,0.3,0.6,0.0,3.9,59,40252.0,67.0
12067,8942,19.9,16.0,0.6,0.2,0.0,12.4,70,40407.0,51.0
12069,301019,20.6,9.6,0.6,2.0,0.1,12.6,74,44965.0,46.0
12071,631330,19.4,7.9,0.5,1.5,0.1,18.6,71,45515.0,54.0
12073,277971,18.9,30.2,0.3,3.0,0.1,5.9,59,44857.0,37.0
12075,40156,20.7,9.7,0.6,0.6,0.1,7.7,80,33544.0,61.0
12077,8314,21.2,18.1,1.3,0.3,0.1,6.6,73,37446.0,45.0
12079,19115,21.5,38.4,0.6,0.3,0.0,4.9,55,31578.0,70.0
12081,327142,20.4,8.7,0.5,1.8,0.1,15.1,73,43494.0,48.0
12083,332529,19.0,12.2,0.5,1.4,0.1,11.2,74,36425.0,55.0
12085,147495,17.4,5.3,1.0,1.2,0.2,12.4,80,50417.0,35.0
12086,2554766,21.4,17.1,0.3,1.7,0.1,64.5,16,40476.0,62.0
12087,73873,15.1,5.6,0.5,1.2,0.1,21.0,70,51152.0,38.0
12089,74195,21.3,6.7,0.5,1.0,0.1,3.5,87,54706.0,36.0
12091,183482,22.1,9.3,0.7,3.1,0.2,7.2,77,49643.0,31.0
12093,40140,24.0,8.1,1.3,0.9,0.1,24.5,65,33806.0,63.0
12095,1169107,23.4,19.6,0.5,5.2,0.2,27.5,46,44635.0,50.0
12097,276163,25.9,9.5,0.7,3.0,0.2,46.3,40,40933.0,54.0
12099,1335187,20.3,17.0,0.6,2.5,0.1,19.6,60,48973.0,46.0
12101,466457,20.9,4.5,0.4,2.3,0.1,12.1,79,40859.0,44.0
12103,917398,17.5,10.2,0.4,3.1,0.1,8.3,76,42761.0,43.0
12105,609492,23.2,14.4,0.6,1.8,0.1,18.1,64,40258.0,58.0
12107,74041,22.5,16.2,0.6,0.7,0.1,9.4,72,31150.0,73.0
12109,195823,22.7,5.7,0.3,2.3,0.1,5.5,85,63299.0,20.0
12111,280379,21.9,18.6,0.6,1.8,0.1,16.8,61,41384.0,53.0
12113,154104,23.4,5.7,0.9,2.0,0.2,4.6,84,53155.0,34.0
12115,382213,15.5,4.7,0.3,1.4,0.1,8.2,84,47457.0,41.0
12117,425071,22.4,10.7,0.4,3.9,0.1,17.7,66,54449.0,33.0
12119,97756,8.7,9.1,0.4,0.8,0.1,6.0,83,44595.0,50.0
12121,41972,22.8,11.6,0.7,0.7,0.1,9.0,77,34947.0,59.0
12123,22691,19.5,20.7,0.9,0.8,0.0,3.6,73,33863.0,62.0
12125,15388,19.2,22.0,0.5,0.3,0.0,5.2,71,40743.0,51.0
12127,494804,18.6,10.2,0.4,1.6,0.1,11.5,75,38477.0,48.0
12129,30978,21.9,14.6,0.6,0.5,0.1,3.6,79,50716.0,40.0
12131,55793,20.2,6.0,0.9,1.0,0.2,5.5,85,44763.0,44.0
12133,24935,20.9,15.1,1.3,0.6,0.1,3.2,78,35004.0,54.0
13001,18420,25.2,19.2,0.4,0.8,0.2,9.4,70,35164.0,59.0
13003,8413,29.5,17.3,1.3,0.6,1.0,24.8,56,28693.0,67.0
13005,11203,25.7,15.9,0.4,0.5,0.1,7.5,75,31301.0,53.0
13007,3085,25.0,45.4,0.4,1.1,0.1,4.9,47,33347.0,80.0
13009,44417,20.4,41.1,0.3,1.5,0.0,2.2,54,34304.0,66.0
13011,18251,24.8,3.0,0.5,1.0,0.1,6.1,89,42673.0,57.0
13013,69912,27.9,11.6,0.5,3.5,0.1,9.1,74,50996.0,51.0
13015,100421,26.2,10.4,0.6,0.9,0.1,7.9,79,45072.0,51.0
13017,17673,26.1,34.4,0.6,0.8,0.0,6.1,57,29425.0,73.0
13019,19372,24.9,11.2,0.4,0.5,0.0,5.0,82,33417.0,61.0
13021,156433,25.6,52.0,0.3,1.7,0.1,3.1,42,35125.0,72.0
13023,13290,22.3,27.5,0.1,0.9,0.0,2.4,68,39461.0,50.0
13025,18367,26.3,3.6,0.4,0.2,0.0,2.0,92,36300.0,55.0
13027,15889,23.5,34.9,0.3,0.4,0.1,5.2,58,29282.0,74.0
13029,31377,29.0,14.7,0.4,1.8,0.1,5.2,76,63092.0,31.0
13031,72881,19.7,28.8,0.4,1.5,0.1,3.7,64,33192.0,52.0
13033,23504,27.4,49.2,0.2,0.4,0.1,2.9,46,31188.0,71.0
13035,23504,22.2,27.2,0.3,0.5,0.0,2.8,68,40330.0,55.0
13037,6740,19.5,60.2,0.3,0.4,0.3,4.1,34,27860.0,74.0
13039,50410,26.2,19.3,0.5,1.5,0.2,5.4,71,50207.0,37.0
13043,11276,25.6,25.4,0.1,0.6,0.1,11.1,62,28263.0,65.0
13045,111159,25.1,18.3,0.5,0.9,0.1,6.4,73,43237.0,56.0
13047,64530,24.5,2.7,0.4,1.3,0.1,2.5,92,47111.0,40.0
13049,13422,19.4,31.9,0.4,0.7,0.0,3.5,62,31582.0,62.0
13051,271544,22.5,39.5,0.4,2.5,0.1,5.7,50,42383.0,55.0
13053,11749,26.1,18.5,1.2,2.4,0.7,14.0,61,41476.0,51.0
13055,25736,22.3,11.5,0.3,0.5,0.3,4.2,82,33350.0,55.0
13057,218286,27.0,6.0,0.6,1.8,0.1,9.9,81,65769.0,25.0
13059,117344,17.3,25.9,0.4,4.4,0.1,10.5,58,30880.0,74.0
13061,3111,22.5,59.7,0.4,0.4,0.0,0.9,38,26420.0,82.0
13063,261532,29.0,64.1,0.7,5.0,0.1,13.5,15,37706.0,74.0
13065,6777,26.3,28.0,0.8,0.3,0.1,3.4,66,30237.0,62.0
13067,697553,25.3,24.8,0.5,4.7,0.1,12.5,56,57995.0,39.0
13069,42864,25.3,27.4,0.4,0.8,0.1,10.4,60,32351.0,67.0
13071,45645,28.0,22.2,1.3,0.7,0.2,17.6,58,30669.0,66.0
13073,128112,26.6,15.3,0.4,4.0,0.2,5.3,73,62717.0,25.0
13075,17125,26.7,27.3,0.4,0.7,0.1,5.9,65,32812.0,61.0
13077,129629,26.7,17.4,0.4,1.6,0.1,7.0,72,56878.0,36.0
13079,12567,22.6,22.5,0.6,0.4,0.1,2.8,73,41855.0,69.0
13081,23710,25.4,43.5,0.2,0.8,0.1,3.4,51,29134.0,72.0
13083,16570,20.9,1.3,0.4,0.8,0.1,1.9,94,41233.0,44.0
13085,22459,21.9,1.0,0.4,0.7,0.1,4.1,93,53339.0,37.0
13087,27694,25.5,40.9,0.8,0.6,0.1,5.3,52,31054.0,66.0
13089,699893,23.9,53.1,0.6,5.2,0.1,9.8,30,48293.0,62.0
13091,21894,22.8,29.7,0.4,0.5,0.1,3.4,65,31696.0,59.0
13093,14587,20.8,48.7,0.2,0.7,0.1,6.1,44,29970.0,75.0
13095,94788,25.8,66.5,0.3,0.9,0.2,2.5,29,30186.0,75.0
13097,133355,27.8,38.9,0.4,1.6,0.1,8.6,49,50501.0,51.0
13099,10778,26.1,49.1,0.4,0.4,0.0,1.8,48,31345.0,69.0
13101,4129,28.4,4.5,3.0,0.3,0.4,29.4,63,32543.0,64.0
13103,52655,27.8,13.8,0.3,0.9,0.1,3.1,80,59502.0,33.0
13105,19886,22.8,29.3,0.3,0.7,0.1,5.0,64,33068.0,61.0
13107,22567,25.6,33.4,0.4,0.7,0.0,4.7,60,30459.0,70.0
13109,11065,25.5,29.6,0.4,0.9,0.3,12.7,56,30858.0,72.0
13111,23708,18.5,0.7,0.3,0.3,0.0,2.0,96,34775.0,50.0
13113,107784,25.0,20.3,0.4,4.1,0.1,6.5,67,74476.0,19.0
13115,95989,24.0,14.4,0.8,1.4,0.3,9.7,73,40159.0,55.0
13117,181840,29.9,3.0,0.5,6.7,0.1,9.6,79,85137.0,16.0
13119,21864,22.4,8.9,0.3,0.6,0.0,4.2,85,31042.0,51.0
13121,949599,23.7,43.5,0.4,5.8,0.1,8.1,41,54893.0,51.0
13123,28324,21.7,0.6,0.7,0.3,0.5,10.2,88,36359.0,58.0
13125,3084,25.8,9.2,0.2,0.0,0.0,1.5,88,35247.0,42.0
13127,80386,23.9,26.0,0.5,1.3,0.2,6.5,64,44238.0,51.0
13129,55621,26.7,4.1,0.6,1.1,0.4,14.2,79,42253.0,53.0
13131,25255,25.4,28.3,1.2,0.6,0.2,10.4,59,33368.0,65.0
13133,16031,20.3,37.2,0.4,0.4,0.1,5.8,55,39209.0,71.0
13135,824941,28.7,23.4,0.9,10.8,0.1,20.5,43,56944.0,46.0
13137,43279,23.7,3.8,1.1,2.3,0.3,12.9,79,39879.0,47.0
13139,183052,27.8,7.4,1.0,2.0,0.2,26.8,63,49324.0,56.0
13141,9400,17.6,72.7,0.4,0.4,0.0,1.7,24,26107.0,77.0
13143,28638,24.7,5.3,0.3,0.6,0.0,1.4,91,37495.0,42.0
13145,32265,22.9,17.6,0.4,1.0,0.1,2.9,77,64048.0,29.0
13147,25305,22.1,18.8,0.2,0.9,0.0,3.3,76,36327.0,54.0
13149,11744,24.8,10.4,0.5,0.5,0.0,2.1,85,35765.0,54.0
13151,207360,28.3,36.8,0.3,3.1,0.1,6.0,52,58130.0,40.0
13153,143925,26.3,28.6,0.4,2.6,0.2,6.2,60,51851.0,43.0
13155,9679,23.4,27.2,0.0,0.8,0.0,2.8,69,33602.0,63.0
13157,61257,26.0,7.2,0.3,1.8,0.0,6.5,83,49400.0,40.0
13159,13885,24.6,21.9,0.5,0.4,0.0,4.1,72,43618.0,63.0
13161,15162,28.0,14.9,0.6,0.5,0.0,11.1,73,32248.0,60.0
13163,16675,25.1,53.7,0.1,0.6,0.1,3.3,42,27703.0,77.0
13165,8148,26.6,39.8,0.5,0.6,0.2,4.5,54,25807.0,65.0
13167,9975,20.7,34.5,0.3,0.3,0.0,2.1,62,28585.0,63.0
13169,28516,25.4,24.8,0.3,0.7,0.0,1.3,72,48792.0,38.0
13171,18194,21.3,30.8,0.3,0.5,0.0,2.2,65,40769.0,59.0
13173,10404,26.4,23.7,0.7,1.1,0.0,4.9,68,33929.0,65.0
13175,47949,25.4,35.7,0.3,1.1,0.0,2.4,60,34865.0,56.0
13177,28575,27.2,19.8,0.3,2.4,0.1,2.2,74,60652.0,35.0
13179,65451,30.2,39.6,0.7,2.2,0.6,10.4,44,40659.0,50.0
13181,7862,19.8,32.3,0.4,0.5,0.0,1.4,65,35183.0,56.0
13183,15136,30.2,24.8,0.8,1.0,0.4,12.0,59,35244.0,59.0
13185,111885,24.3,36.0,0.5,1.6,0.2,5.2,55,34252.0,52.0
13187,30031,20.2,1.5,0.7,0.5,0.1,4.7,91,44422.0,46.0
13189,21673,25.9,40.0,0.3,0.4,0.1,2.4,56,36907.0,62.0
13191,14170,20.4,35.7,0.5,0.4,0.1,1.6,61,34787.0,71.0
13193,14405,21.6,60.1,0.4,1.4,0.1,3.9,34,27934.0,70.0
13195,27921,24.0,8.9,0.3,0.7,0.0,4.4,85,40123.0,49.0
13197,8746,23.6,32.8,0.7,0.8,0.4,6.7,58,34189.0,64.0
13199,21617,23.2,39.2,0.4,0.7,0.0,1.7,57,34589.0,53.0
13201,6141,23.2,27.6,0.3,0.5,0.0,1.8,69,33063.0,63.0
13205,23462,24.4,47.5,0.5,0.6,0.1,4.6,46,31088.0,67.0
13207,26625,22.1,23.8,0.4,0.9,0.0,2.2,72,51747.0,48.0
13209,9065,22.3,26.4,0.1,0.3,0.0,5.7,66,34379.0,73.0
13211,17961,24.3,23.5,0.6,0.6,0.0,2.8,72,46176.0,43.0
13213,39557,26.5,1.1,0.9,0.4,0.3,13.6,84,36230.0,63.0
13215,194107,25.3,44.9,0.5,2.3,0.2,6.7,44,37564.0,55.0
13217,100814,28.2,40.4,0.3,1.0,0.0,4.8,52,44089.0,55.0
13219,33366,27.3,5.6,0.3,3.3,0.0,4.5,85,71707.0,17.0
13221,14686,23.2,17.7,0.3,0.6,0.0,4.0,76,44066.0,49.0
13223,143542,29.4,17.2,0.4,1.0,0.1,5.3,75,59185.0,32.0
13225,27823,22.7,45.5,0.4,0.8,0.1,7.1,45,39838.0,65.0
13227,29415,21.8,1.5,0.4,0.4,0.0,2.9,94,50282.0,42.0
13229,18770,25.8,9.3,0.8,0.4,0.1,5.0,84,38290.0,48.0
13231,17751,26.3,10.9,0.3,0.4,0.0,1.2,86,54457.0,39.0
13233,41211,26.5,12.7,0.7,0.8,0.2,12.3,73,36326.0,58.0
13235,11735,21.0,31.9,0.4,1.1,0.1,3.8,62,34820.0,60.0
13237,21345,21.5,26.1,0.4,0.6,0.3,6.6,66,40168.0,69.0
13239,2464,19.7,48.4,0.3,0.3,0.0,1.6,49,28621.0,93.0
13241,16274,20.7,1.1,0.5,0.9,0.0,8.4,88,34394.0,54.0
13243,7558,22.0,60.5,0.1,0.4,0.0,1.7,37,27950.0,83.0
13245,201217,24.7,53.5,0.4,1.8,0.2,4.3,38,37352.0,68.0
13247,85765,26.3,45.6,0.5,1.9,0.1,9.9,41,51106.0,54.0
13249,5020,28.5,22.7,0.1,0.9,0.0,3.8,72,37669.0,42.0
13251,14367,24.9,42.7,0.3,0.4,0.0,1.4,54,32990.0,62.0
13253,8791,23.0,32.8,0.1,0.6,0.0,2.9,63,30489.0,66.0
13255,64033,24.9,32.9,0.5,1.0,0.1,4.0,61,38914.0,64.0
13257,25960,22.2,11.3,0.4,0.8,0.1,2.6,83,37536.0,50.0
13259,5910,15.3,45.1,0.6,1.0,0.0,24.8,28,26010.0,83.0
13261,32511,25.0,51.2,0.5,1.4,0.2,5.7,41,31937.0,77.0
13263,6751,19.8,58.1,0.4,0.2,0.0,1.6,39,31290.0,79.0
13265,1703,19.4,59.6,0.2,0.8,0.0,2.5,36,25807.0,82.0
13267,25688,21.1,29.2,0.6,0.5,0.1,10.3,59,31531.0,64.0
13269,8499,24.2,37.9,0.1,0.7,0.0,2.0,59,30308.0,71.0
13271,16057,19.5,35.0,0.3,0.7,0.0,12.7,51,27831.0,67.0
13273,9319,24.2,60.3,0.4,0.4,0.2,2.1,36,30552.0,78.0
13275,44702,24.8,36.8,0.5,0.8,0.0,3.1,58,34611.0,57.0
13277,41461,25.1,30.4,0.4,1.4,0.1,10.3,57,33669.0,60.0
13279,27434,27.7,25.3,0.8,0.8,0.1,11.3,62,32915.0,63.0
13281,10611,15.1,0.8,0.3,0.5,0.0,2.1,96,36858.0,47.0
13283,6825,24.8,32.6,0.2,0.2,0.0,2.0,64,30131.0,63.0
13285,67764,26.1,33.7,0.4,1.7,0.2,3.5,60,39370.0,56.0
13287,8875,23.8,40.6,0.6,0.6,0.1,3.9,54,25480.0,71.0
13289,8779,20.6,41.2,0.4,0.2,0.0,1.5,56,34528.0,77.0
13291,21134,17.5,0.8,0.4,0.4,0.0,2.6,95,39206.0,34.0
13293,26977,23.2,27.9,0.4,0.5,0.1,2.4,68,33483.0,57.0
13295,68848,23.0,4.6,0.3,0.5,0.1,1.7,92,37813.0,54.0
13297,84580,26.3,15.9,0.4,1.2,0.1,3.7,78,52747.0,43.0
13299,36474,23.2,29.3,0.4,0.8,0.1,3.5,65,31529.0,60.0
13301,5721,22.6,60.3,0.2,0.4,0.0,1.0,38,30946.0,82.0
13303,21111,23.2,52.6,0.1,0.5,0.0,2.1,44,34117.0,54.0
13305,30327,24.7,20.0,0.5,0.6,0.1,6.0,72,37082.0,57.0
13307,2791,24.5,41.6,0.3,0.5,0.0,3.9,53,32842.0,63.0
13309,7939,17.3,37.8,0.1,0.2,0.1,4.9,56,29780.0,68.0
13311,27273,22.3,2.2,0.6,0.5,0.0,2.4,93,39753.0,47.0
13313,103184,28.2,3.9,1.4,1.4,0.2,32.3,61,38452.0,61.0
13315,9298,19.1,35.5,0.2,0.5,0.0,3.8,59,30500.0,70.0
13317,10211,22.1,41.9,0.2,0.7,0.0,3.6,52,30720.0,68.0
13319,9444,24.2,38.3,0.5,0.3,0.0,2.3,58,38570.0,75.0
13321,21921,23.7,28.8,0.3,0.5,0.1,1.9,68,35308.0,62.0
15001,186738,22.6,0.6,0.6,22.6,12.4,11.8,31,46186.0,52.0
15003,963607,22.0,2.3,0.4,43.6,9.6,8.5,19,65489.0,33.0
15007,67701,22.4,0.5,0.5,31.8,9.2,9.7,30,56937.0,34.0
15009,156674,22.8,0.6,0.5,29.2,10.5,10.4,32,57789.0,36.0
16001,400842,26.0,1.1,0.9,2.5,0.2,7.3,86,50701.0,25.0
16003,3977,18.8,0.3,1.1,0.4,0.1,2.8,94,32752.0,49.0
16005,83691,27.1,0.8,3.3,1.4,0.3,7.0,86,41749.0,37.0
16007,6001,27.7,0.2,0.5,0.4,0.0,4.1,94,42327.0,29.0
16009,9209,23.3,0.4,9.0,0.4,0.1,3.0,84,39327.0,45.0
16011,45952,32.6,0.2,7.0,0.8,0.1,17.6,75,45354.0,38.0
16013,21199,23.9,0.2,1.6,0.9,0.1,20.7,77,60448.0,30.0
16015,7025,20.9,0.3,1.0,0.6,0.1,3.6,93,48657.0,38.0
16017,40808,21.2,0.2,0.8,0.5,0.1,2.4,94,41255.0,39.0
16019,105772,31.2,0.5,1.1,0.9,0.1,11.8,85,49748.0,33.0
16021,10804,24.5,0.4,1.8,0.7,0.1,3.8,92,33655.0,41.0
16023,2822,27.2,0.6,0.6,0.2,0.2,4.2,93,41026.0,29.0
16025,1124,22.6,0.7,0.8,0.1,0.0,7.8,88,45439.0,38.0
16027,191694,31.2,0.5,1.6,0.9,0.3,24.1,72,39132.0,52.0
16029,6850,28.6,0.1,0.6,0.5,0.2,4.9,93,49665.0,27.0
16031,23186,32.7,0.2,1.4,0.7,0.2,25.2,72,41393.0,40.0
16033,949,30.3,0.2,2.0,0.8,0.0,41.2,56,40581.0,59.0
16035,8702,17.1,0.3,2.3,0.8,0.1,3.3,92,38086.0,42.0
16037,4333,18.8,0.2,0.6,0.3,0.1,4.3,93,44234.0,24.0
16039,26346,27.9,2.6,1.4,2.9,0.5,15.7,75,43120.0,34.0
16041,12850,34.9,0.3,0.7,0.1,0.1,6.9,91,46348.0,33.0
16043,13128,30.9,0.2,0.9,0.3,0.2,12.6,85,41411.0,38.0
16045,16665,24.0,0.2,0.8,0.6,0.1,8.2,89,40541.0,47.0
16047,15475,29.2,0.1,1.6,0.7,0.2,28.1,69,39670.0,45.0
16049,16446,20.5,0.3,2.9,0.5,0.0,2.7,92,39184.0,38.0
16051,26301,35.1,0.3,1.2,0.5,0.1,10.4,87,47827.0,35.0
16053,22682,31.2,0.2,2.4,0.5,0.1,32.0,66,39454.0,51.0
16055,141132,24.4,0.3,1.4,0.8,0.1,4.0,92,47026.0,34.0
16057,37704,18.5,0.8,0.8,2.0,0.2,3.8,90,42350.0,20.0
16059,7967,19.4,0.3,0.8,0.4,0.0,2.5,95,36319.0,32.0
16061,3822,21.7,0.5,5.1,0.5,0.1,3.5,89,40149.0,42.0
16063,5186,31.7,0.4,1.3,0.4,0.2,28.7,69,40460.0,54.0
16065,37864,24.7,0.6,0.5,1.1,0.3,6.1,90,33343.0,30.0
16067,20155,28.9,0.3,2.1,0.6,0.0,32.5,65,40779.0,49.0
16069,39543,21.7,0.4,5.5,0.8,0.1,3.1,88,43662.0,33.0
16071,4215,29.0,0.3,0.5,0.5,0.0,3.3,94,43519.0,32.0
16073,11438,28.8,0.3,5.0,0.8,0.2,25.9,68,33518.0,56.0
16075,22624,28.0,0.2,1.4,0.9,0.1,15.2,81,39031.0,45.0
