FIPS,Population,< 18,65 and over,African American,American Indian/ Alaskan Native,Asian,Native Hawaiian/ Other Pacific Islander,Hispanic,Non-hispanic white,# not proficient in English,% not proficient in English,Female,Rural,% diabetic,95% CI - Low,95% CI - High,HIV Cases,HIV Rate,Total deaths,Age-adjusted Mortality,95% CI - Low,95% CI - high,Total deaths,Mortality rate,95% CI - Low,95% CI - High,Total deaths,Mortality rate,95% CI - Low,95% CI - High,# MPH,MPH Rate,MPH Ratio,Costs,# Uninsured,% Uninsured,95% CI - Low,95% CI - High,# Uninsured,% Uninsured,95% CI - Low,95% CI - High,Sample Size,% Couldn’t Access,Household Income,95% CI - Low,95% CI - High,# high housing costs,Households,% high housing costs,% Free Lunch,Homicide Rate,95% CI - Low,95% CI - High,# Drive Alone,Workers,% Drive Alone,% park access,,
39011,45838,24.9,15.7,0.4,0.2,0.4,0.1,1.3,97,125,0.3,50.4,39.1,10,8,14,13,34,489,331.7,301.8,361.6,20,42.4,25.9,65.5,16,495.5,283.2,804.7,2,0,22976:1,8808,4310,16,14,18,870,7,5,9,216,8,51130,46843,55417,4062,18297,22,25,null,null,null,19088,22015,87,29,:null,
39013,70151,19.5,17.6,4.1,0.1,0.4,0.0,0.7,93,106,0.2,49.4,54.7,12,9,14,37,62,996,396.6,371.3,421.9,28,50.1,33.3,72.4,20,543.8,332.2,839.8,8,0,8794:1,10704,6976,17,15,19,895,6,5,8,400,17,40300,38140,42460,6189,28747,22,38,2,1,4,25351,29258,87,20,:null,
39015,44687,24.2,14.8,1.0,0.2,0.3,0.0,0.7,97,4,0.0,50.5,76.6,11,8,15,17,46,678,454.7,419.9,489.5,40,89.8,64.1,122.2,26,900.6,588.3,1319.6,null,null,,10651,4746,17,15,20,905,8,6,10,150,19,43181,39079,47283,5074,16112,31,43,null,null,null,15427,18333,84,7,:null,
39017,369999,24.9,11.8,7.4,0.3,2.5,0.1,4.1,84,4593,1.3,51.0,9.3,12,10,14,236,79,3967,368.9,357.3,380.5,185,50.1,42.9,57.3,167,671.4,569.5,773.2,111,0,3322:1,10922,36783,16,15,18,5858,6,5,8,897,10,53275,50841,55709,43938,135104,33,33,3,2,4,142585,170174,84,42,:null,
39019,28782,22.5,16.9,0.6,0.3,0.2,0.0,0.9,97,130,0.5,50.1,71.0,11,8,14,7,29,371,348.3,311.7,384.9,23,84.9,53.8,127.3,null,null,null,null,3,0,9602:1,8958,3516,20,18,22,591,9,6,11,192,6,40896,37766,44026,3059,11485,27,42,null,null,null,10353,12502,83,7,:null,
39021,39795,24.5,14.8,2.3,0.4,0.4,0.0,1.2,94,135,0.4,50.5,70.8,10,8,14,19,58,523,388.2,354.4,422.0,26,63.7,41.6,93.4,15,597.1,334.2,984.9,5,0,8002:1,9572,3971,17,15,19,730,7,5,9,136,17,48063,43590,52536,4199,15278,27,33,null,null,null,14610,17431,84,15,:null,
39023,137691,23.4,16.4,8.8,0.3,0.7,0.1,2.8,85,1136,0.9,51.5,23.6,12,10,15,121,104,2084,446.7,427.0,466.4,79,59.3,47.0,73.9,66,742.7,574.4,945.0,24,0,5758:1,10730,15258,19,17,21,2186,7,5,8,417,13,41704,39350,44058,16768,54771,31,46,5,4,7,48508,58525,83,28,:null,
39025,199139,25.1,12.3,1.3,0.2,1.0,0.0,1.6,95,1217,0.7,50.7,22.7,10,8,12,51,32,2198,361.7,346.4,377.0,105,51.3,41.5,61.1,79,579.3,458.6,722.0,41,0,4823:1,10292,19701,16,15,18,3050,6,4,7,516,17,55963,51529,60397,21278,73333,29,30,1,1,2,79355,94143,84,15,:null,
39027,41927,24.3,13.7,2.3,0.3,0.5,0.0,1.5,94,130,0.3,51.0,54.6,11,8,14,22,62,585,439.9,403.8,476.1,37,87.9,61.9,121.2,25,940.2,608.5,1387.9,6,0,6983:1,10408,4030,16,14,18,609,6,4,7,119,10,44905,40977,48833,5173,16190,32,38,null,null,null,15662,18744,84,12,:null,
39029,107570,21.5,16.7,2.3,0.2,0.3,0.0,1.3,95,444,0.4,49.7,43.9,13,10,16,61,67,1459,386.3,366.0,406.6,59,61.4,46.8,79.2,39,637.8,453.5,871.9,12,0,8987:1,10506,12263,19,17,21,1469,6,4,8,446,19,42091,38752,45430,11546,42235,27,41,3,2,5,37856,44815,84,25,:null,
39031,36955,23.7,16.5,1.1,0.2,0.3,0.0,0.8,97,62,0.2,50.6,61.5,11,8,14,14,47,468,371.7,337.2,406.2,23,63.8,40.4,95.7,19,853.5,513.9,1332.9,1,0,36901:1,9201,4678,21,19,24,927,10,7,13,230,19,40282,36672,43892,3783,14375,26,45,null,null,null,12177,15019,81,7,:null,
39033,43389,22.7,18.2,1.0,0.2,0.4,0.0,1.3,96,62,0.1,51.5,35.3,11,9,15,14,38,598,394.2,361.7,426.7,35,84.4,58.8,117.4,19,752.5,453.0,1175.1,2,0,21877:1,9413,4909,19,17,21,731,7,5,9,216,20,39679,36630,42728,5012,17905,28,44,null,null,null,14815,18150,82,31,:null,
39035,1270294,22.3,15.6,29.3,0.2,2.7,0.0,4.9,61,20909,1.7,52.5,0.6,11,10,12,3507,328,16225,393.2,387.0,399.3,863,72.4,67.6,77.3,772,1028.2,955.7,1100.7,919,0,1390:1,10368,146814,19,18,20,15977,5,4,6,4847,13,41609,40661,42557,201726,537203,38,46,9,9,10,456392,573061,80,56,:null,
39037,52809,24.7,17.1,0.5,0.2,0.3,0.0,1.3,97,88,0.2,50.9,66.3,11,8,14,25,59,614,338.2,310.9,365.6,35,65.9,45.9,91.6,19,526.5,317.0,822.1,3,0,17664:1,9467,5439,18,16,20,1141,8,6,10,214,12,42065,39550,44580,5521,20700,27,25,3,1,5,19791,23437,84,13,:null,
39039,38884,24.2,15.4,1.8,0.4,0.4,0.0,8.8,88,193,0.5,50.7,43.9,11,9,15,19,59,454,347.3,314.8,379.8,18,46.7,27.7,73.8,16,628.2,359.1,1020.1,4,0,9753:1,10120,3827,17,15,19,711,7,5,9,175,12,49360,44494,54226,3828,15183,25,34,null,null,null,15040,17283,87,21,:null,
39041,178341,28.5,9.9,3.5,0.2,4.5,0.0,2.2,88,1068,0.7,50.6,19.3,9,7,10,88,66,1189,246.7,232.4,260.9,59,30.2,23.0,39.0,45,383.8,279.9,513.5,88,0,1991:1,9115,9718,9,8,10,2091,4,3,5,939,5,86980,81770,92190,17249,62618,28,14,1,1,2,73288,86642,85,40,:null,
39043,76751,21.8,17.6,8.5,0.3,0.6,0.0,3.5,85,260,0.4,51.1,26.5,12,9,15,61,94,1011,361.6,338.6,384.7,45,64.4,47.0,86.2,34,835.0,578.2,1166.8,16,0,4814:1,10920,7588,16,14,18,1234,7,5,9,336,11,46613,42330,50896,10066,31642,32,40,2,1,4,29212,34689,84,33,:null,
39045,147066,25.7,12.6,6.1,0.2,1.2,0.0,1.8,89,812,0.6,50.4,34.7,10,9,12,95,81,1491,329.5,312.6,346.3,58,37.8,28.7,48.9,46,504.2,369.2,672.6,38,0,3852:1,10354,13230,15,14,17,2343,6,4,7,923,13,58829,55585,62073,16577,54388,30,28,2,1,3,57286,67376,85,38,:null,
39047,28985,24.4,15.1,2.2,0.3,0.6,0.0,1.9,94,165,0.6,50.7,47.8,11,8,14,13,55,462,476.0,431.9,520.0,18,62.4,37.0,98.6,13,654.9,348.7,1119.9,4,0,7264:1,9079,3416,20,17,22,562,8,5,10,null,null,36684,33846,39522,4042,11543,35,44,null,null,null,9974,12711,78,19,:null,
39049,1178799,23.8,10.1,21.0,0.3,4.0,0.1,4.9,67,22737,2.1,51.3,1.4,10,9,11,3387,358,12568,400.2,393.1,407.2,838,75.8,70.7,80.9,786,918.7,854.5,983.0,644,0,1810:1,9982,139896,19,18,20,16578,6,5,7,6182,13,47174,45513,48835,165916,460497,36,41,9,9,10,463043,566431,82,61,:null,
39051,42510,25.2,14.5,0.5,0.4,0.5,0.0,7.7,90,277,0.7,50.8,56.2,13,10,16,20,56,435,318.3,288.0,348.7,20,45.0,27.5,69.5,13,473.2,252.0,809.3,3,0,14224:1,8982,4348,17,15,19,894,8,6,10,null,null,49038,45791,52285,4557,16332,28,30,null,null,null,17208,20036,86,27,:null,
39053,30970,23.5,16.2,2.7,0.4,0.5,0.0,1.0,94,31,0.1,50.6,81.4,12,9,15,14,54,452,423.3,383.3,463.3,19,64.4,38.8,100.6,17,827.7,482.1,1325.2,7,0,4424:1,10349,3364,19,16,21,563,7,5,10,177,17,36441,32807,40075,3340,12009,28,48,5,3,9,9759,11958,82,5,:null,
39055,93228,25.2,16.1,1.4,0.1,0.6,0.0,1.1,96,757,0.9,50.9,64.0,10,7,12,18,22,774,237.1,219.8,254.5,28,28.4,18.9,41.0,23,481.7,305.3,722.7,54,0,1729:1,9988,7969,15,13,16,2054,8,6,10,315,9,66088,60316,71860,11112,34447,32,14,null,null,null,36562,44119,83,16,:null,
39057,162846,21.2,13.9,7.5,0.3,3.0,0.1,2.4,85,992,0.7,51.1,14.9,10,8,12,108,80,1571,316.7,300.7,332.7,69,49.0,38.1,62.0,58,667.2,506.6,862.5,105,0,1539:1,9765,14062,15,13,16,2337,7,5,8,433,6,56683,52792,60574,18872,62558,30,25,2,1,3,64181,76688,84,40,:null,
39059,39927,23.5,16.4,1.6,0.3,0.3,0.0,1.0,95,129,0.3,50.9,61.4,11,9,14,17,50,597,425.3,390.4,460.2,15,38.0,21.3,62.7,13,535.2,285.0,915.2,3,0,13349:1,9751,4507,19,17,21,643,6,5,8,208,9,36348,32538,40158,4180,15913,26,49,null,null,null,13708,16237,84,23,:null,
39061,800362,23.5,13.3,25.5,0.3,2.1,0.1,2.7,68,9127,1.2,52.0,2.2,10,9,11,2059,289,9695,401.0,393.0,409.1,652,85.1,78.6,91.7,606,1149.3,1057.8,1240.8,640,0,1253:1,9550,86895,18,16,19,11191,6,5,7,4880,12,46125,44449,47801,116169,325766,36,39,10,9,11,298538,375755,79,59,:null,
39063,75056,23.2,14.5,1.6,0.3,1.7,0.0,4.6,91,530,0.8,51.3,31.1,9,7,12,34,55,737,310.8,288.1,333.5,42,58.5,42.2,79.1,32,678.4,464.0,957.7,7,0,10674:1,8022,7748,17,15,19,1233,7,5,8,297,10,48258,44580,51936,8226,30425,27,26,2,1,4,30263,36064,84,18,:null,
39065,32020,23.3,13.6,0.9,0.2,0.6,0.1,1.3,96,121,0.4,50.2,55.4,11,8,14,8,29,406,420.2,378.7,461.7,21,69.3,42.9,106.0,10,472.8,226.7,869.5,4,0,8024:1,10015,3290,18,16,20,569,7,5,9,113,12,37914,34778,41050,3672,11692,31,35,null,null,null,9971,13146,76,24,:null,
39067,15850,21.8,18.2,2.2,0.2,0.2,0.0,0.5,95,34,0.2,50.5,84.1,14,11,18,null,null,260,430.4,376.2,484.7,null,null,null,null,10,1000.0,479.5,1839.0,1,0,15855:1,10915,1718,18,16,20,282,8,6,10,null,null,37057,32958,41156,1841,6298,29,46,null,null,null,5404,6411,84,17,:null,
39069,28064,24.6,15.7,0.6,0.4,0.4,0.0,6.4,92,121,0.5,50.4,69.1,11,8,14,null,null,287,319.5,282.0,357.0,17,58.3,34.0,93.4,10,561.8,269.4,1033.2,2,0,14091:1,9568,2872,17,15,19,536,7,5,9,121,8,48859,43997,53721,2905,11110,26,31,null,null,null,10730,12938,83,null,:null,
39071,43433,24.9,15.5,1.5,0.3,0.2,0.0,0.8,96,198,0.5,51.0,73.0,10,8,13,15,42,677,464.3,428.8,499.8,30,66.9,45.1,95.4,20,663.3,405.2,1024.5,1,0,43601:1,10043,5337,21,18,23,1092,10,7,12,130,15,36865,33922,39808,5053,16841,30,36,null,null,null,14344,17320,83,9,:null,
39073,29394,23.4,15.6,0.9,0.4,0.2,0.0,0.7,97,59,0.2,50.0,70.8,12,10,16,16,65,401,383.0,344.6,421.3,10,35.2,16.9,64.8,10,571.4,274.0,1050.9,4,0,7346:1,10242,3281,19,16,21,564,8,6,10,166,9,42491,38385,46597,3313,11491,29,51,null,null,null,9993,12422,80,7,:null,
39075,42746,33.9,11.5,0.4,0.1,0.1,0.0,0.8,98,854,2.2,50.1,93.0,9,7,12,8,25,359,313.7,280.9,346.6,42,72.2,52.0,97.6,30,686.2,463.0,979.6,2,0,21223:1,8736,7645,33,30,37,2532,17,12,21,null,null,45893,41779,50007,2804,12261,23,30,null,null,null,8942,16968,53,4,:null,
39077,59496,25.8,13.9,1.1,0.2,0.3,0.0,5.8,91,1166,2.1,50.9,50.3,11,9,14,19,39,678,361.5,333.9,389.0,32,50.2,34.4,70.9,26,636.0,415.5,931.9,5,0,11921:1,10612,6575,18,16,21,1327,8,6,10,255,16,48196,43953,52439,6149,22684,27,38,null,null,null,22162,26547,83,27,:null,
39079,33186,24.4,14.2,0.8,0.4,0.3,0.0,0.9,96,261,0.8,50.9,64.6,12,9,16,14,51,590,536.4,492.4,580.4,24,72.9,46.7,108.5,18,830.3,492.1,1312.2,3,0,11090:1,11692,3760,18,16,21,633,7,5,10,166,17,39144,35568,42720,4180,13252,32,53,5,2,9,10297,12787,81,2,:null,
39081,68828,19.9,18.4,5.6,0.1,0.4,0.0,1.1,91,176,0.3,51.9,39.0,14,12,17,46,80,1216,481.3,453.2,509.5,33,57.8,39.8,81.2,28,771.3,512.6,1114.8,5,0,13919:1,12048,7097,17,15,19,942,6,5,8,386,16,41103,38757,43449,7166,28741,25,50,3,2,5,23387,28482,82,22,:null,
39083,61275,23.8,14.9,1.0,0.2,0.6,0.0,1.3,96,252,0.4,51.1,55.7,11,9,14,15,31,758,388.4,360.2,416.6,30,50.8,34.2,72.5,22,577.1,361.7,873.8,10,0,6101:1,9272,6514,19,17,21,1613,11,8,13,418,12,50929,48780,53078,6295,22495,28,37,3,1,5,21218,27286,78,10,:null,
39085,229885,21.8,16.3,3.4,0.2,1.2,0.0,3.6,90,2497,1.1,51.2,6.5,12,10,14,122,61,2567,323.3,310.5,336.0,89,43.1,34.6,53.0,63,537.1,412.7,687.2,48,0,4792:1,10547,22399,16,14,18,3819,7,6,9,761,10,53016,50287,55745,28955,94347,31,26,1,1,2,101869,115887,88,39,:null,
39087,62489,23.1,15.7,2.2,0.2,0.4,0.0,0.8,95,20,0.0,51.2,45.9,13,10,16,38,72,998,460.7,431.6,489.8,36,60.7,42.5,84.0,35,911.0,634.5,1267.0,6,0,10402:1,11129,7041,19,16,21,926,6,4,8,326,18,37666,34083,41249,6329,24479,26,42,6,4,8,21177,24000,88,9,:null,
39089,167248,24.4,13.6,3.6,0.3,0.8,0.0,1.5,92,511,0.3,51.0,35.5,12,11,15,101,77,1926,360.8,344.4,377.1,82,50.0,39.7,62.0,67,637.6,494.1,809.7,32,0,5210:1,9469,16868,17,15,18,2975,7,5,9,1158,11,54298,51029,57567,19038,63314,30,31,3,2,5,63893,77601,82,18,:null,
39091,45688,24.9,15.0,1.7,0.3,0.6,0.0,1.2,94,233,0.5,50.7,56.9,12,9,16,13,35,635,411.0,378.5,443.6,24,50.8,32.5,75.5,20,678.4,414.4,1047.8,3,0,15269:1,9160,4619,17,15,19,965,8,6,10,142,10,48011,44613,51409,5326,18095,29,36,3,2,6,16629,20240,82,36,:null,
39093,301614,23.5,14.6,8.1,0.3,1.0,0.1,8.4,80,2738,1.0,50.8,11.7,12,10,14,530,208,3290,334.5,322.9,346.1,162,55.6,47.1,64.2,135,760.3,632.1,888.6,64,0,4711:1,11267,27241,15,14,17,4330,6,4,7,1298,10,48733,46196,51270,36852,115534,32,38,3,3,4,112659,133022,85,55,:null,
39095,440005,23.7,13.4,18.8,0.4,1.6,0.0,6.2,71,2906,0.7,51.6,4.7,11,10,12,794,206,5582,417.0,405.9,428.1,277,64.3,56.7,71.9,245,826.2,722.7,929.6,221,0,1997:1,10921,51981,19,18,21,6742,6,5,8,4682,13,38798,37215,40381,63167,178777,35,40,6,5,7,161868,191943,84,59,:null,
39097,43401,22.3,12.6,6.7,0.3,0.6,0.0,1.5,90,208,0.5,45.4,48.5,12,9,15,43,120,544,395.6,362.2,429.1,26,65.7,42.9,96.2,21,820.6,508.0,1254.4,4,0,10861:1,9830,4560,20,17,22,714,7,5,9,null,null,54107,49124,59090,4389,14791,30,29,null,null,null,15383,18774,82,9,:null,
39099,237270,21.2,17.8,15.3,0.2,0.8,0.0,4.8,77,1898,0.8,51.6,15.2,11,10,12,405,201,3335,412.1,397.7,426.5,149,70.6,59.3,82.0,112,864.1,704.0,1024.1,58,0,4108:1,10831,24415,17,16,19,3309,6,5,8,4790,13,39447,37657,41237,31300,98749,32,43,11,10,13,86799,100350,86,45,:null,
39101,66212,21.8,14.5,5.7,0.2,0.6,0.1,2.3,90,154,0.2,47.5,30.3,11,9,14,71,128,887,406.8,379.7,434.0,34,57.0,39.4,79.6,25,607.5,393.2,896.8,10,0,6647:1,10717,6672,18,16,20,980,6,5,8,435,19,42141,38253,46029,7740,24851,31,36,null,null,null,23402,27413,85,27,:null,
39103,173262,24.7,13.5,1.3,0.1,1.0,0.0,1.7,95,684,0.4,50.7,29.8,9,7,12,41,29,1504,269.7,255.9,283.6,41,23.3,16.7,31.6,33,345.7,238.0,485.5,49,0,3522:1,9978,13818,13,12,15,2784,6,5,8,546,8,60527,57402,63652,19861,64813,31,16,1,1,2,73229,84887,86,39,:null,
39105,23680,22.3,16.0,0.9,0.2,0.2,0.0,0.6,97,87,0.4,51.0,81.3,11,8,14,7,36,391,477.5,428.9,526.1,19,87.9,52.9,137.2,12,939.0,485.2,1640.2,6,0,3957:1,10386,3009,21,18,23,419,7,5,10,null,null,33520,31126,35914,2466,9644,26,48,null,null,null,7253,8581,85,2,:null,
39107,40838,25.9,15.7,0.3,0.3,0.5,0.2,1.5,96,81,0.2,50.0,61.4,11,8,14,6,18,389,299.8,269.5,330.1,21,47.8,29.6,73.1,10,346.4,166.1,637.0,1,0,40819:1,8259,3874,16,14,18,841,8,6,10,null,null,47994,43421,52567,3601,15689,23,19,null,null,null,16549,19693,84,25,:null,
39109,102857,23.8,15.7,2.1,0.2,1.3,0.0,1.4,93,368,0.4,50.8,30.8,12,9,14,57,67,1195,341.9,322.1,361.6,50,50.0,37.1,65.9,38,613.2,433.9,841.7,18,0,5693:1,9765,10430,17,15,19,1712,7,5,8,322,17,48103,44327,51879,11694,41364,28,30,2,1,3,40987,48153,85,48,:null,
39111,14585,20.9,19.8,0.5,0.2,0.1,0.0,0.5,98,5,0.0,50.0,97.7,12,9,16,null,null,214,374.7,322.0,427.4,null,null,null,null,null,null,null,null,null,null,,9073,1551,18,16,20,242,7,5,10,null,null,39007,35126,42888,1148,6167,19,42,null,null,null,4553,5683,80,3,:null,
39113,537602,22.7,15.8,20.7,0.3,1.8,0.0,2.4,73,4387,0.9,52.0,4.3,12,11,13,1026,230,7411,429.6,419.7,439.5,302,60.4,53.6,67.2,268,777.4,684.3,870.4,233,0,2299:1,10483,60429,19,17,20,7391,6,4,7,4658,14,41001,39283,42719,77699,223546,35,43,9,8,10,192781,234775,82,69,:null,
39115,15034,23.0,17.5,3.0,0.4,0.2,0.0,0.7,93,53,0.4,50.1,81.5,13,9,16,7,59,211,395.2,340.1,450.3,null,null,null,null,null,null,null,null,null,null,,9507,1732,19,17,22,287,8,6,10,null,null,35173,31686,38660,1454,6252,23,48,null,null,null,4636,5862,79,11,:null,
39117,34855,25.2,13.8,0.6,0.1,0.3,0.0,1.2,97,170,0.5,50.0,88.8,10,7,13,7,26,429,368.5,333.1,403.9,14,38.2,20.9,64.1,13,544.4,289.9,930.9,1,0,34825:1,10203,3837,18,16,20,759,8,6,10,null,null,47431,41845,53017,4310,13084,33,34,5,2,8,13452,15999,84,3,:null,
39119,86237,23.7,15.6,3.8,0.2,0.4,0.0,0.8,92,229,0.3,51.6,47.0,12,10,15,62,87,1209,432.0,407.3,456.8,53,63.6,47.7,83.2,42,776.9,559.9,1050.2,8,0,10769:1,9331,8881,17,15,19,1459,7,5,9,515,13,38652,36024,41280,10553,34262,31,47,3,2,5,30424,36194,84,18,:null,
39121,14702,19.0,21.2,2.7,0.3,0.2,0.0,0.4,96,7,0.1,42.2,62.5,9,7,12,12,96,162,275.0,227.7,322.4,null,null,null,null,null,null,null,null,null,null,,9539,1441,20,17,22,216,7,5,9,null,null,41151,38072,44230,1065,4771,22,38,null,null,null,3753,4255,88,4,:null,
39123,41396,20.3,19.5,0.9,0.2,0.3,0.0,4.3,93,257,0.7,50.6,49.4,12,9,15,15,43,510,315.2,286.4,344.0,15,42.6,23.8,70.2,13,634.1,337.7,1084.4,4,0,10350:1,10117,3779,15,14,17,616,7,5,9,192,10,51641,47306,55976,5168,18009,29,30,null,null,null,16412,19356,85,15,:null,
39125,19420,24.6,15.3,0.9,0.4,0.2,0.0,4.3,93,32,0.2,50.5,81.9,10,8,13,8,53,253,395.7,345.7,445.6,12,60.5,31.3,105.7,null,null,null,null,1,0,19589:1,9885,2084,18,16,20,370,7,5,9,95,12,41946,38218,45674,1880,7571,25,36,null,null,null,7145,8354,86,12,:null,
39127,36303,25.5,13.2,0.4,0.3,0.1,0.0,0.7,97,5,0.0,50.2,75.2,11,8,14,15,51,478,419.4,381.3,457.5,30,78.7,53.1,112.4,14,581.2,317.7,975.1,6,0,6015:1,9084,3950,18,16,20,723,7,5,9,203,15,39383,35884,42882,3497,13762,25,45,null,null,null,12555,14887,84,15,:null,
39129,55990,23.1,13.1,3.5,0.2,0.4,0.0,1.2,94,79,0.2,47.6,49.9,11,9,14,390,846,721,405.7,375.9,435.6,30,56.9,38.4,81.2,19,614.7,370.1,959.9,7,0,7972:1,10349,5122,16,14,18,858,6,5,8,303,12,52161,47439,56883,6026,19284,31,37,null,null,null,18984,22433,85,17,:null,
39131,28628,24.6,15.0,1.1,0.5,0.2,0.0,0.8,96,8,0.0,50.5,74.2,11,9,15,13,56,479,509.0,462.9,555.1,19,65.2,39.3,101.9,17,861.2,501.7,1378.9,null,null,,11542,3242,19,16,21,487,7,5,9,104,11,37802,33517,42087,3309,10816,31,51,null,null,null,8186,9668,85,2,:null,
39133,161624,20.2,13.2,4.3,0.2,1.5,0.0,1.4,91,432,0.3,51.1,32.8,9,7,11,82,61,1624,323.9,307.9,340.0,86,62.9,50.3,77.6,59,767.3,584.1,989.8,72,0,2241:1,10636,17229,17,16,19,1988,6,4,7,633,10,49712,47066,52358,20851,61746,34,29,2,2,3,66265,78581,84,16,:null,
39135,42083,24.0,15.5,0.5,0.2,0.5,0.0,0.7,97,77,0.2,50.3,69.2,11,9,15,10,28,566,386.1,353.7,418.6,22,52.9,33.2,80.1,14,532.7,291.2,893.8,null,null,,10563,4692,18,16,21,781,7,5,9,140,7,45920,41950,49890,4860,16321,30,34,null,null,null,16660,19484,86,10,:null,
39137,34294,26.2,14.3,0.3,0.3,0.3,0.0,5.5,93,205,0.6,50.0,84.7,10,7,13,null,null,311,286.3,254.1,318.4,14,37.6,20.5,63.0,10,375.1,179.9,689.8,2,0,17223:1,8910,2796,14,12,16,624,7,5,8,164,7,57039,52432,61646,2240,12936,17,20,null,null,null,15016,17366,86,9,:null,
39139,123510,22.1,16.6,9.3,0.2,0.7,0.0,1.5,87,393,0.3,49.3,32.1,11,8,13,105,100,1611,379.2,360.3,398.1,72,62.7,49.1,79.0,61,790.9,605.0,1015.9,23,0,5402:1,9357,12788,18,16,20,2114,7,6,9,500,13,40424,37892,42956,12996,48593,27,46,3,2,5,45592,53277,86,24,:null,
39141,78249,22.3,13.7,6.2,0.3,0.4,0.0,1.0,90,550,0.8,47.3,58.7,11,8,14,84,131,1170,453.2,427.0,479.5,35,49.5,34.5,68.9,30,616.0,415.6,879.4,15,0,5209:1,11517,8201,18,16,20,1318,7,5,9,231,16,43118,39646,46590,7853,28158,28,42,4,2,6,25550,29527,87,22,:null,
39143,60734,24.0,15.5,2.8,0.3,0.3,0.0,8.9,86,643,1.1,50.7,44.1,12,9,15,31,62,770,375.0,348.1,401.9,34,56.6,39.2,79.0,23,592.5,375.6,889.0,6,0,10151:1,10007,6316,17,15,19,1035,7,5,9,288,13,44016,40706,47326,6188,24031,26,39,2,1,4,23535,28512,83,33,:null,
39145,79277,22.5,15.6,2.8,0.6,0.4,0.0,1.1,94,398,0.5,50.6,54.3,11,9,14,50,79,1403,544.6,515.6,573.6,66,91.1,70.4,115.9,46,919.6,673.3,1226.7,14,0,5679:1,13169,9546,20,18,23,1211,7,5,8,286,26,31987,29365,34609,8760,29788,29,53,7,5,10,23311,27559,85,20,:null,
39147,56469,23.3,15.0,2.3,0.2,0.6,0.0,4.4,91,278,0.5,50.0,47.5,10,8,13,15,31,611,337.2,310.0,364.3,23,42.1,26.7,63.2,23,685.7,434.7,1029.0,6,0,9441:1,8454,6129,19,16,21,913,7,5,8,255,6,38349,36058,40640,5459,22026,25,32,null,null,null,21595,25221,86,25,:null,
39149,49307,26.9,13.2,2.0,0.2,1.0,0.1,1.4,94,323,0.7,50.0,51.1,11,8,14,19,47,517,340.8,311.1,370.6,25,45.9,29.7,67.8,22,620.2,388.7,939.1,2,0,24680:1,9117,5126,18,15,20,994,7,5,9,164,14,53028,48926,57130,5264,18507,28,30,null,null,null,19642,22642,87,5,:null,
39151,375087,22.5,16.5,7.6,0.3,0.8,0.0,1.7,88,1674,0.5,51.6,13.5,11,10,13,288,90,4448,351.9,341.3,362.5,213,60.9,52.7,69.0,176,819.0,698.0,940.0,105,0,3575:1,10046,39768,18,16,19,5396,6,5,8,4201,13,42190,40206,44174,44968,150072,30,39,4,3,4,144466,169035,85,37,:null,
39153,539832,22.5,14.7,14.4,0.2,2.3,0.0,1.7,80,4521,0.9,51.6,3.9,11,10,11,631,138,6489,370.7,361.6,379.9,263,52.1,45.8,58.4,230,721.5,628.2,814.7,350,0,1547:1,10173,56792,17,16,18,7376,6,4,7,5999,12,46595,44956,48234,73732,221498,33,35,5,4,6,218948,253023,87,59,:null,
39155,209264,21.8,17.6,8.3,0.2,0.5,0.0,1.4,88,836,0.4,51.4,27.3,11,9,13,140,79,2918,397.8,382.9,412.6,126,65.8,54.3,77.3,98,838.5,680.7,1021.8,41,0,5121:1,11078,22857,18,17,20,2976,6,5,8,757,17,40913,39301,42525,25487,86746,29,43,6,5,7,76000,87083,87,34,:null,
39157,92508,23.4,16.6,0.9,0.4,0.4,0.2,2.0,96,747,0.9,50.8,41.6,11,9,14,12,16,1050,330.9,310.5,351.2,40,45.3,32.4,61.7,34,585.7,405.6,818.5,8,0,11571:1,9233,10767,20,17,22,1744,8,6,10,548,15,41857,38227,45487,9808,36262,27,35,null,null,null,34919,41164,85,23,:null,
39159,52764,26.9,9.7,2.6,0.3,2.7,0.0,1.3,92,222,0.5,52.7,50.0,9,7,11,124,315,456,324.4,294.2,354.6,29,51.4,34.5,73.9,28,871.7,579.3,1259.9,4,0,13092:1,9177,3962,13,11,15,890,6,4,8,316,8,64403,58138,70668,5233,17795,29,20,null,null,null,20169,23426,86,37,:null,
39161,28601,24.6,16.5,1.0,0.2,0.3,0.0,2.6,95,158,0.6,51.2,50.7,11,8,15,null,null,302,317.2,280.7,353.6,15,51.6,28.9,85.2,10,547.6,262.6,1007.1,7,0,4099:1,9095,2985,18,16,20,557,8,5,10,122,5,46717,42101,51333,2728,11381,24,30,null,null,null,11297,13323,85,24,:null,
39163,13367,24.2,14.2,0.6,0.4,0.2,0.0,0.6,97,28,0.2,50.3,100.0,11,8,14,null,null,213,465.9,402.3,529.6,null,null,null,null,null,null,null,null,null,null,,11151,1583,19,17,22,263,8,5,10,90,11,35298,31505,39091,1809,5305,34,60,null,null,null,4055,4755,85,1,:null,
